image,bbox
5130,"[np.float64(406.82), np.float64(190.15), np.float64(517.67), np.float64(264.24)]"
2726,"[np.float64(390.68), np.float64(157.25), np.float64(470.6), np.float64(220.72)]"
3460,"[np.float64(562.68), np.float64(181.35), np.float64(602.34), np.float64(215.48)]"
3460,"[np.float64(862.1), np.float64(174.11), np.float64(1241.0), np.float64(324.36)]"
3460,"[np.float64(493.94), np.float64(177.41), np.float64(532.84), np.float64(204.21)]"
7390,"[np.float64(110.09), np.float64(182.54), np.float64(218.35), np.float64(227.85)]"
6425,"[np.float64(509.57), np.float64(181.27), np.float64(547.51), np.float64(209.33)]"
6425,"[np.float64(364.62), np.float64(180.67), np.float64(475.89), np.float64(221.2)]"
2586,"[np.float64(459.18), np.float64(170.33), np.float64(548.57), np.float64(230.77)]"
2586,"[np.float64(530.87), np.float64(176.91), np.float64(593.33), np.float64(214.44)]"
4026,"[np.float64(670.89), np.float64(171.95), np.float64(775.38), np.float64(207.48)]"
4274,"[np.float64(552.31), np.float64(175.41), np.float64(611.89), np.float64(234.79)]"
7426,"[np.float64(448.59), np.float64(167.02), np.float64(550.66), np.float64(213.58)]"
7426,"[np.float64(328.69), np.float64(170.44), np.float64(397.27), np.float64(203.95)]"
6309,"[np.float64(456.35), np.float64(182.93), np.float64(551.77), np.float64(244.49)]"
1391,"[np.float64(852.23), np.float64(188.52), np.float64(1212.92), np.float64(296.79)]"
1391,"[np.float64(124.2), np.float64(184.15), np.float64(393.55), np.float64(276.53)]"
1391,"[np.float64(704.69), np.float64(185.59), np.float64(804.78), np.float64(223.31)]"
1391,"[np.float64(795.28), np.float64(188.67), np.float64(954.89), np.float64(248.05)]"
2451,"[np.float64(794.92), np.float64(171.12), np.float64(870.61), np.float64(235.39)]"
2451,"[np.float64(301.59), np.float64(184.71), np.float64(487.48), np.float64(262.98)]"
3433,"[np.float64(70.34), np.float64(179.95), np.float64(336.41), np.float64(312.25)]"
3433,"[np.float64(311.74), np.float64(163.08), np.float64(423.36), np.float64(233.22)]"
6876,"[np.float64(57.13), np.float64(196.89), np.float64(174.0), np.float64(240.35)]"
5162,"[np.float64(699.84), np.float64(185.96), np.float64(798.85), np.float64(260.51)]"
5162,"[np.float64(760.9), np.float64(174.47), np.float64(916.67), np.float64(236.66)]"
5403,"[np.float64(580.16), np.float64(176.72), np.float64(636.1), np.float64(222.19)]"
5403,"[np.float64(293.37), np.float64(182.44), np.float64(431.98), np.float64(247.49)]"
5403,"[np.float64(520.12), np.float64(180.88), np.float64(570.95), np.float64(217.59)]"
5403,"[np.float64(677.11), np.float64(180.19), np.float64(757.26), np.float64(238.71)]"
5403,"[np.float64(254.8), np.float64(176.53), np.float64(323.82), np.float64(209.34)]"
6678,"[np.float64(636.08), np.float64(183.08), np.float64(681.65), np.float64(215.49)]"
6678,"[np.float64(755.6), np.float64(181.48), np.float64(938.28), np.float64(248.35)]"
1794,"[np.float64(609.04), np.float64(181.17), np.float64(718.24), np.float64(263.5)]"
1794,"[np.float64(153.6), np.float64(194.13), np.float64(340.87), np.float64(294.42)]"
1794,"[np.float64(307.59), np.float64(189.18), np.float64(407.67), np.float64(250.89)]"
1794,"[np.float64(504.01), np.float64(181.23), np.float64(551.67), np.float64(225.96)]"
1794,"[np.float64(363.71), np.float64(184.43), np.float64(430.85), np.float64(226.97)]"
1794,"[np.float64(419.37), np.float64(183.84), np.float64(458.59), np.float64(212.19)]"
1856,"[np.float64(268.24), np.float64(192.18), np.float64(488.76), np.float64(324.62)]"
1856,"[np.float64(654.58), np.float64(169.64), np.float64(721.8), np.float64(219.87)]"
1856,"[np.float64(444.19), np.float64(178.7), np.float64(530.52), np.float64(241.17)]"
1856,"[np.float64(630.36), np.float64(171.44), np.float64(661.62), np.float64(197.3)]"
7208,"[np.float64(738.35), np.float64(186.27), np.float64(865.85), np.float64(275.62)]"
7208,"[np.float64(251.08), np.float64(183.71), np.float64(446.92), np.float64(247.86)]"
7208,"[np.float64(681.05), np.float64(184.48), np.float64(727.05), np.float64(218.46)]"
6316,"[np.float64(597.84), np.float64(176.64), np.float64(627.8), np.float64(206.25)]"
5964,"[np.float64(416.19), np.float64(179.92), np.float64(489.08), np.float64(208.56)]"
6919,"[np.float64(176.98), np.float64(172.92), np.float64(379.26), np.float64(254.29)]"
6919,"[np.float64(414.59), np.float64(178.66), np.float64(494.29), np.float64(210.13)]"
2749,"[np.float64(583.88), np.float64(176.11), np.float64(610.38), np.float64(202.31)]"
1321,"[np.float64(205.58), np.float64(191.44), np.float64(470.05), np.float64(343.25)]"
4273,"[np.float64(140.99), np.float64(180.3), np.float64(358.44), np.float64(324.23)]"
3744,"[np.float64(449.7), np.float64(183.58), np.float64(532.04), np.float64(244.71)]"
3744,"[np.float64(730.59), np.float64(174.82), np.float64(965.6), np.float64(337.88)]"
3744,"[np.float64(659.54), np.float64(178.05), np.float64(728.06), np.float64(230.37)]"
3744,"[np.float64(359.89), np.float64(183.67), np.float64(433.75), np.float64(210.68)]"
3744,"[np.float64(260.6), np.float64(183.9), np.float64(343.83), np.float64(212.1)]"
2521,"[np.float64(147.55), np.float64(187.15), np.float64(240.63), np.float64(226.59)]"
2521,"[np.float64(321.35), np.float64(181.72), np.float64(373.23), np.float64(209.66)]"
6025,"[np.float64(708.34), np.float64(188.54), np.float64(881.63), np.float64(305.68)]"
6025,"[np.float64(487.22), np.float64(186.35), np.float64(534.47), np.float64(217.72)]"
6025,"[np.float64(294.15), np.float64(196.3), np.float64(435.53), np.float64(282.07)]"
6025,"[np.float64(378.86), np.float64(191.99), np.float64(477.99), np.float64(253.02)]"
6278,"[np.float64(354.98), np.float64(183.69), np.float64(509.58), np.float64(296.77)]"
6278,"[np.float64(641.73), np.float64(171.74), np.float64(689.99), np.float64(202.4)]"
4542,"[np.float64(620.39), np.float64(179.18), np.float64(742.22), np.float64(261.56)]"
4542,"[np.float64(529.5), np.float64(183.55), np.float64(584.72), np.float64(220.09)]"
4542,"[np.float64(476.51), np.float64(177.47), np.float64(539.75), np.float64(204.25)]"
4542,"[np.float64(577.96), np.float64(175.88), np.float64(644.81), np.float64(204.48)]"
6269,"[np.float64(379.73), np.float64(162.63), np.float64(512.33), np.float64(251.86)]"
6269,"[np.float64(647.99), np.float64(166.6), np.float64(692.62), np.float64(199.63)]"
2061,"[np.float64(380.08), np.float64(169.25), np.float64(474.55), np.float64(252.42)]"
1465,"[np.float64(563.27), np.float64(190.41), np.float64(622.0), np.float64(237.08)]"
1465,"[np.float64(348.53), np.float64(179.41), np.float64(488.36), np.float64(237.3)]"
1465,"[np.float64(764.78), np.float64(199.33), np.float64(1019.99), np.float64(349.15)]"
541,"[np.float64(660.91), np.float64(182.66), np.float64(746.6), np.float64(246.39)]"
541,"[np.float64(380.4), np.float64(190.12), np.float64(500.34), np.float64(278.66)]"
541,"[np.float64(746.9), np.float64(177.32), np.float64(1094.39), np.float64(374.0)]"
541,"[np.float64(629.7), np.float64(183.36), np.float64(664.27), np.float64(212.76)]"
1083,"[np.float64(775.56), np.float64(173.98), np.float64(1112.76), np.float64(370.0)]"
1083,"[np.float64(0.0), np.float64(203.97), np.float64(288.52), np.float64(343.88)]"
1083,"[np.float64(301.89), np.float64(179.23), np.float64(425.08), np.float64(258.78)]"
1083,"[np.float64(455.44), np.float64(182.83), np.float64(504.11), np.float64(214.39)]"
4682,"[np.float64(562.19), np.float64(178.41), np.float64(609.13), np.float64(221.2)]"
4682,"[np.float64(265.08), np.float64(179.22), np.float64(475.26), np.float64(317.82)]"
4682,"[np.float64(190.54), np.float64(187.01), np.float64(332.49), np.float64(257.48)]"
4682,"[np.float64(0.0), np.float64(185.5), np.float64(173.54), np.float64(257.29)]"
4682,"[np.float64(452.93), np.float64(182.4), np.float64(520.33), np.float64(230.07)]"
4682,"[np.float64(506.97), np.float64(183.14), np.float64(548.01), np.float64(212.33)]"
4281,"[np.float64(738.82), np.float64(174.42), np.float64(991.48), np.float64(335.22)]"
4281,"[np.float64(237.21), np.float64(168.24), np.float64(432.94), np.float64(255.78)]"
7052,"[np.float64(145.58), np.float64(171.09), np.float64(272.79), np.float64(208.74)]"
7052,"[np.float64(665.9), np.float64(169.14), np.float64(737.81), np.float64(196.45)]"
7052,"[np.float64(779.74), np.float64(158.72), np.float64(819.93), np.float64(189.33)]"
4187,"[np.float64(74.01), np.float64(188.66), np.float64(220.68), np.float64(251.21)]"
228,"[np.float64(444.17), np.float64(173.3), np.float64(522.3), np.float64(205.63)]"
228,"[np.float64(581.13), np.float64(173.89), np.float64(633.85), np.float64(198.94)]"
3075,"[np.float64(230.41), np.float64(193.73), np.float64(313.21), np.float64(233.26)]"
3075,"[np.float64(340.81), np.float64(183.48), np.float64(389.92), np.float64(213.09)]"
7405,"[np.float64(359.69), np.float64(175.51), np.float64(474.73), np.float64(221.34)]"
7405,"[np.float64(329.36), np.float64(168.3), np.float64(397.91), np.float64(201.8)]"
1461,"[np.float64(50.24), np.float64(187.58), np.float64(194.39), np.float64(238.41)]"
7122,"[np.float64(191.43), np.float64(171.55), np.float64(309.75), np.float64(207.21)]"
7122,"[np.float64(696.96), np.float64(168.84), np.float64(767.89), np.float64(195.5)]"
7122,"[np.float64(787.64), np.float64(158.89), np.float64(827.68), np.float64(189.02)]"
5481,"[np.float64(426.84), np.float64(192.49), np.float64(500.36), np.float64(251.72)]"
5481,"[np.float64(750.96), np.float64(194.38), np.float64(971.85), np.float64(344.61)]"
5481,"[np.float64(681.18), np.float64(190.79), np.float64(785.09), np.float64(268.26)]"
3825,"[np.float64(421.12), np.float64(180.3), np.float64(489.39), np.float64(239.51)]"
4139,"[np.float64(960.72), np.float64(180.9), np.float64(1068.97), np.float64(229.09)]"
4139,"[np.float64(1034.03), np.float64(183.19), np.float64(1154.96), np.float64(229.32)]"
4139,"[np.float64(601.55), np.float64(171.69), np.float64(637.62), np.float64(199.9)]"
3836,"[np.float64(724.74), np.float64(159.64), np.float64(892.78), np.float64(219.11)]"
3836,"[np.float64(1020.49), np.float64(145.83), np.float64(1124.94), np.float64(177.75)]"
3836,"[np.float64(486.14), np.float64(176.26), np.float64(534.31), np.float64(214.42)]"
3836,"[np.float64(565.44), np.float64(172.83), np.float64(598.3), np.float64(199.18)]"
3836,"[np.float64(762.07), np.float64(155.13), np.float64(854.49), np.float64(190.44)]"
3836,"[np.float64(884.46), np.float64(150.06), np.float64(930.58), np.float64(177.44)]"
3836,"[np.float64(919.23), np.float64(151.95), np.float64(969.43), np.float64(177.0)]"
967,"[np.float64(538.94), np.float64(161.32), np.float64(584.43), np.float64(194.83)]"
967,"[np.float64(467.32), np.float64(165.77), np.float64(503.44), np.float64(194.36)]"
5787,"[np.float64(594.3), np.float64(172.64), np.float64(626.69), np.float64(203.82)]"
788,"[np.float64(0.0), np.float64(162.91), np.float64(291.69), np.float64(363.0)]"
4110,"[np.float64(60.49), np.float64(196.51), np.float64(175.09), np.float64(264.92)]"
3510,"[np.float64(166.7), np.float64(186.07), np.float64(351.76), np.float64(252.76)]"
3510,"[np.float64(366.88), np.float64(172.35), np.float64(474.33), np.float64(217.65)]"
5912,"[np.float64(574.64), np.float64(175.64), np.float64(664.57), np.float64(262.26)]"
2353,"[np.float64(54.36), np.float64(197.59), np.float64(194.14), np.float64(256.37)]"
2353,"[np.float64(351.51), np.float64(184.78), np.float64(404.73), np.float64(212.7)]"
3574,"[np.float64(164.21), np.float64(198.18), np.float64(376.25), np.float64(302.21)]"
3574,"[np.float64(814.44), np.float64(183.36), np.float64(1214.89), np.float64(374.0)]"
3574,"[np.float64(733.07), np.float64(177.24), np.float64(891.1), np.float64(287.19)]"
3574,"[np.float64(333.37), np.float64(190.8), np.float64(435.78), np.float64(257.63)]"
3574,"[np.float64(687.3), np.float64(180.77), np.float64(764.58), np.float64(232.99)]"
3574,"[np.float64(429.21), np.float64(186.1), np.float64(498.93), np.float64(229.13)]"
3574,"[np.float64(495.95), np.float64(180.82), np.float64(531.18), np.float64(208.7)]"
3574,"[np.float64(652.37), np.float64(178.45), np.float64(694.57), np.float64(210.18)]"
7050,"[np.float64(36.23), np.float64(186.81), np.float64(156.84), np.float64(227.17)]"
7050,"[np.float64(159.74), np.float64(182.01), np.float64(241.45), np.float64(213.8)]"
7050,"[np.float64(230.55), np.float64(180.11), np.float64(285.98), np.float64(207.17)]"
5747,"[np.float64(672.15), np.float64(171.62), np.float64(782.4), np.float64(209.07)]"
3628,"[np.float64(488.06), np.float64(164.96), np.float64(522.61), np.float64(195.91)]"
2146,"[np.float64(411.86), np.float64(185.38), np.float64(498.25), np.float64(214.77)]"
5980,"[np.float64(1106.06), np.float64(166.06), np.float64(1241.0), np.float64(222.33)]"
4248,"[np.float64(571.28), np.float64(172.51), np.float64(617.8), np.float64(214.92)]"
4248,"[np.float64(432.59), np.float64(170.23), np.float64(505.62), np.float64(224.92)]"
4248,"[np.float64(407.81), np.float64(180.62), np.float64(460.05), np.float64(212.1)]"
4248,"[np.float64(487.4), np.float64(177.54), np.float64(528.31), np.float64(206.62)]"
6498,"[np.float64(454.51), np.float64(181.86), np.float64(505.4), np.float64(220.07)]"
6498,"[np.float64(337.87), np.float64(182.5), np.float64(421.5), np.float64(212.14)]"
5350,"[np.float64(303.23), np.float64(172.38), np.float64(473.81), np.float64(281.7)]"
5350,"[np.float64(702.69), np.float64(187.86), np.float64(854.16), np.float64(287.18)]"
5350,"[np.float64(659.98), np.float64(177.53), np.float64(728.37), np.float64(228.18)]"
5350,"[np.float64(463.48), np.float64(173.68), np.float64(528.55), np.float64(222.5)]"
5571,"[np.float64(592.47), np.float64(173.46), np.float64(619.64), np.float64(200.32)]"
5571,"[np.float64(262.0), np.float64(180.24), np.float64(490.69), np.float64(343.09)]"
6750,"[np.float64(511.6), np.float64(157.39), np.float64(746.62), np.float64(251.5)]"
6750,"[np.float64(196.77), np.float64(146.21), np.float64(472.07), np.float64(251.61)]"
579,"[np.float64(763.71), np.float64(180.64), np.float64(894.69), np.float64(284.22)]"
579,"[np.float64(457.8), np.float64(176.79), np.float64(504.82), np.float64(208.0)]"
579,"[np.float64(394.37), np.float64(165.38), np.float64(452.04), np.float64(208.02)]"
579,"[np.float64(719.64), np.float64(168.98), np.float64(772.88), np.float64(199.92)]"
2304,"[np.float64(589.17), np.float64(168.99), np.float64(620.81), np.float64(200.2)]"
5834,"[np.float64(576.7), np.float64(177.02), np.float64(610.93), np.float64(208.23)]"
5834,"[np.float64(150.6), np.float64(193.63), np.float64(406.8), np.float64(335.35)]"
5834,"[np.float64(407.2), np.float64(185.96), np.float64(491.17), np.float64(241.35)]"
5834,"[np.float64(359.45), np.float64(179.73), np.float64(425.3), np.float64(222.69)]"
5834,"[np.float64(462.81), np.float64(183.17), np.float64(516.2), np.float64(219.53)]"
5834,"[np.float64(500.3), np.float64(184.7), np.float64(536.82), np.float64(210.74)]"
1369,"[np.float64(151.89), np.float64(176.21), np.float64(306.54), np.float64(262.73)]"
1369,"[np.float64(275.15), np.float64(188.44), np.float64(375.68), np.float64(241.24)]"
1369,"[np.float64(335.96), np.float64(178.46), np.float64(422.45), np.float64(229.9)]"
1369,"[np.float64(425.51), np.float64(182.42), np.float64(478.7), np.float64(214.83)]"
1418,"[np.float64(188.22), np.float64(187.57), np.float64(395.15), np.float64(337.78)]"
1418,"[np.float64(586.07), np.float64(172.2), np.float64(673.55), np.float64(204.2)]"
6237,"[np.float64(172.18), np.float64(167.49), np.float64(331.41), np.float64(266.33)]"
6237,"[np.float64(341.75), np.float64(183.81), np.float64(426.15), np.float64(235.9)]"
6237,"[np.float64(428.27), np.float64(184.05), np.float64(483.83), np.float64(216.1)]"
6237,"[np.float64(470.98), np.float64(177.7), np.float64(513.25), np.float64(209.29)]"
4689,"[np.float64(78.95), np.float64(137.34), np.float64(450.16), np.float64(374.0)]"
4689,"[np.float64(754.78), np.float64(197.35), np.float64(963.06), np.float64(320.14)]"
4689,"[np.float64(502.78), np.float64(176.52), np.float64(551.64), np.float64(218.24)]"
6863,"[np.float64(569.41), np.float64(182.26), np.float64(621.14), np.float64(223.57)]"
6863,"[np.float64(505.9), np.float64(179.8), np.float64(554.54), np.float64(212.4)]"
6863,"[np.float64(251.83), np.float64(185.07), np.float64(328.7), np.float64(220.05)]"
1086,"[np.float64(444.61), np.float64(192.53), np.float64(530.53), np.float64(263.48)]"
1086,"[np.float64(670.34), np.float64(179.86), np.float64(761.93), np.float64(254.1)]"
1086,"[np.float64(537.06), np.float64(185.61), np.float64(571.09), np.float64(214.71)]"
2728,"[np.float64(155.52), np.float64(196.23), np.float64(483.36), np.float64(374.0)]"
2728,"[np.float64(538.66), np.float64(179.92), np.float64(605.15), np.float64(227.05)]"
997,"[np.float64(225.74), np.float64(194.57), np.float64(410.9), np.float64(255.73)]"
7395,"[np.float64(309.35), np.float64(192.36), np.float64(516.08), np.float64(338.22)]"
7395,"[np.float64(552.07), np.float64(180.57), np.float64(610.91), np.float64(223.25)]"
632,"[np.float64(154.66), np.float64(183.4), np.float64(329.66), np.float64(251.86)]"
632,"[np.float64(564.18), np.float64(171.16), np.float64(659.68), np.float64(208.96)]"
632,"[np.float64(798.29), np.float64(168.69), np.float64(900.84), np.float64(199.13)]"
2280,"[np.float64(906.11), np.float64(176.44), np.float64(980.52), np.float64(203.51)]"
