image,bbox
150,"[np.float64(565.58), np.float64(175.41), np.float64(616.95), np.float64(225.13)]"
385,"[np.float64(754.96), np.float64(190.98), np.float64(1024.52), np.float64(371.56)]"
385,"[np.float64(505.9), np.float64(180.2), np.float64(564.96), np.float64(228.71)]"
385,"[np.float64(668.54), np.float64(181.0), np.float64(743.45), np.float64(239.03)]"
6370,"[np.float64(689.71), np.float64(169.97), np.float64(901.56), np.float64(308.68)]"
6370,"[np.float64(0.0), np.float64(185.65), np.float64(230.92), np.float64(271.81)]"
6370,"[np.float64(473.68), np.float64(172.4), np.float64(537.23), np.float64(226.8)]"
6902,"[np.float64(601.56), np.float64(177.36), np.float64(669.49), np.float64(241.42)]"
6902,"[np.float64(758.44), np.float64(176.1), np.float64(944.45), np.float64(267.54)]"
7192,"[np.float64(562.93), np.float64(170.95), np.float64(671.37), np.float64(273.47)]"
3503,"[np.float64(469.98), np.float64(181.96), np.float64(546.8), np.float64(245.73)]"
3503,"[np.float64(678.82), np.float64(186.94), np.float64(787.37), np.float64(269.13)]"
3297,"[np.float64(655.44), np.float64(181.0), np.float64(784.23), np.float64(297.56)]"
435,"[np.float64(393.08), np.float64(187.45), np.float64(572.48), np.float64(301.74)]"
823,"[np.float64(670.87), np.float64(173.01), np.float64(721.99), np.float64(215.93)]"
6088,"[np.float64(530.25), np.float64(165.87), np.float64(578.76), np.float64(209.57)]"
3351,"[np.float64(182.21), np.float64(189.03), np.float64(284.2), np.float64(235.82)]"
1203,"[np.float64(263.19), np.float64(189.21), np.float64(455.61), np.float64(293.37)]"
3990,"[np.float64(586.97), np.float64(177.48), np.float64(673.77), np.float64(254.18)]"
3990,"[np.float64(481.17), np.float64(170.47), np.float64(564.97), np.float64(235.87)]"
3990,"[np.float64(1085.36), np.float64(135.69), np.float64(1241.0), np.float64(201.47)]"
2772,"[np.float64(514.06), np.float64(179.1), np.float64(594.09), np.float64(235.32)]"
161,"[np.float64(172.04), np.float64(196.99), np.float64(368.69), np.float64(305.28)]"
161,"[np.float64(812.47), np.float64(153.8), np.float64(946.53), np.float64(204.35)]"
7026,"[np.float64(507.77), np.float64(190.09), np.float64(647.54), np.float64(270.48)]"
4963,"[np.float64(523.8), np.float64(160.88), np.float64(566.3), np.float64(203.77)]"
4963,"[np.float64(392.63), np.float64(151.46), np.float64(485.63), np.float64(227.49)]"
4286,"[np.float64(691.74), np.float64(165.09), np.float64(742.14), np.float64(206.32)]"
2807,"[np.float64(600.49), np.float64(182.79), np.float64(672.49), np.float64(251.39)]"
2807,"[np.float64(754.46), np.float64(174.17), np.float64(920.86), np.float64(258.17)]"
5664,"[np.float64(451.99), np.float64(177.22), np.float64(524.72), np.float64(242.13)]"
6326,"[np.float64(569.15), np.float64(177.75), np.float64(623.84), np.float64(230.68)]"
6881,"[np.float64(874.33), np.float64(179.24), np.float64(958.24), np.float64(239.02)]"
5372,"[np.float64(449.21), np.float64(184.66), np.float64(567.55), np.float64(268.52)]"
5800,"[np.float64(476.44), np.float64(189.15), np.float64(542.64), np.float64(246.09)]"
5800,"[np.float64(661.02), np.float64(180.41), np.float64(733.47), np.float64(240.97)]"
3686,"[np.float64(164.72), np.float64(197.59), np.float64(278.05), np.float64(257.41)]"
5073,"[np.float64(206.12), np.float64(176.21), np.float64(348.58), np.float64(252.81)]"
5073,"[np.float64(376.42), np.float64(184.37), np.float64(494.68), np.float64(261.92)]"
5731,"[np.float64(1091.96), np.float64(192.02), np.float64(1241.0), np.float64(306.45)]"
799,"[np.float64(553.45), np.float64(173.72), np.float64(617.0), np.float64(237.07)]"
530,"[np.float64(536.71), np.float64(161.8), np.float64(580.32), np.float64(206.77)]"
5180,"[np.float64(62.89), np.float64(188.25), np.float64(405.79), np.float64(374.0)]"
5180,"[np.float64(733.49), np.float64(193.72), np.float64(914.51), np.float64(308.95)]"
1941,"[np.float64(757.26), np.float64(186.46), np.float64(1090.41), np.float64(374.0)]"
5083,"[np.float64(713.75), np.float64(182.49), np.float64(862.61), np.float64(299.38)]"
5123,"[np.float64(591.1), np.float64(180.19), np.float64(632.81), np.float64(221.74)]"
2034,"[np.float64(383.55), np.float64(192.77), np.float64(517.49), np.float64(287.08)]"
552,"[np.float64(720.95), np.float64(166.2), np.float64(862.05), np.float64(268.42)]"
3191,"[np.float64(400.8), np.float64(185.14), np.float64(511.67), np.float64(261.49)]"
6481,"[np.float64(749.24), np.float64(184.57), np.float64(946.06), np.float64(282.98)]"
5209,"[np.float64(597.07), np.float64(181.06), np.float64(663.33), np.float64(243.87)]"
5209,"[np.float64(810.38), np.float64(169.08), np.float64(1028.66), np.float64(293.22)]"
5209,"[np.float64(711.87), np.float64(178.36), np.float64(817.56), np.float64(233.38)]"
5209,"[np.float64(395.1), np.float64(182.33), np.float64(473.9), np.float64(232.5)]"
3979,"[np.float64(726.97), np.float64(176.52), np.float64(927.17), np.float64(309.95)]"
3979,"[np.float64(6.68), np.float64(203.31), np.float64(246.46), np.float64(310.56)]"
4463,"[np.float64(117.74), np.float64(189.08), np.float64(418.79), np.float64(370.11)]"
4463,"[np.float64(508.57), np.float64(163.24), np.float64(585.42), np.float64(233.28)]"
4038,"[np.float64(323.57), np.float64(200.48), np.float64(459.44), np.float64(287.48)]"
4848,"[np.float64(160.81), np.float64(192.5), np.float64(440.68), np.float64(358.23)]"
2301,"[np.float64(599.76), np.float64(175.31), np.float64(660.05), np.float64(233.56)]"
2392,"[np.float64(0.0), np.float64(113.56), np.float64(338.2), np.float64(374.0)]"
2392,"[np.float64(354.92), np.float64(180.58), np.float64(411.77), np.float64(230.56)]"
2392,"[np.float64(568.45), np.float64(179.11), np.float64(669.19), np.float64(252.62)]"
5983,"[np.float64(587.97), np.float64(174.61), np.float64(647.81), np.float64(223.27)]"
5983,"[np.float64(473.49), np.float64(184.76), np.float64(559.44), np.float64(239.28)]"
1891,"[np.float64(595.5), np.float64(175.47), np.float64(638.84), np.float64(216.45)]"
1891,"[np.float64(909.46), np.float64(169.39), np.float64(1213.17), np.float64(358.43)]"
2500,"[np.float64(676.2), np.float64(184.57), np.float64(762.41), np.float64(243.11)]"
1114,"[np.float64(357.91), np.float64(191.36), np.float64(502.65), np.float64(269.18)]"
3037,"[np.float64(491.69), np.float64(173.41), np.float64(544.46), np.float64(216.57)]"
3055,"[np.float64(555.04), np.float64(177.82), np.float64(608.44), np.float64(226.5)]"
3055,"[np.float64(157.22), np.float64(176.59), np.float64(323.66), np.float64(263.95)]"
3055,"[np.float64(418.97), np.float64(177.8), np.float64(519.45), np.float64(252.87)]"
3055,"[np.float64(351.73), np.float64(182.78), np.float64(423.0), np.float64(224.25)]"
5613,"[np.float64(699.82), np.float64(180.02), np.float64(809.3), np.float64(260.77)]"
4941,"[np.float64(548.72), np.float64(170.76), np.float64(716.56), np.float64(332.49)]"
4941,"[np.float64(132.91), np.float64(182.02), np.float64(276.07), np.float64(246.99)]"
3547,"[np.float64(400.21), np.float64(180.07), np.float64(502.06), np.float64(251.89)]"
3547,"[np.float64(652.02), np.float64(174.34), np.float64(704.76), np.float64(220.65)]"
3210,"[np.float64(577.82), np.float64(177.53), np.float64(659.45), np.float64(256.16)]"
4981,"[np.float64(532.21), np.float64(176.55), np.float64(586.88), np.float64(226.39)]"
4981,"[np.float64(373.14), np.float64(179.48), np.float64(480.32), np.float64(261.4)]"
4981,"[np.float64(227.0), np.float64(185.16), np.float64(341.02), np.float64(244.36)]"
802,"[np.float64(420.74), np.float64(183.74), np.float64(510.25), np.float64(243.19)]"
1100,"[np.float64(0.0), np.float64(210.67), np.float64(275.59), np.float64(373.05)]"
1100,"[np.float64(364.11), np.float64(197.96), np.float64(494.02), np.float64(292.48)]"
1052,"[np.float64(555.03), np.float64(183.98), np.float64(611.86), np.float64(229.69)]"
6380,"[np.float64(597.04), np.float64(171.89), np.float64(642.61), np.float64(215.77)]"
3266,"[np.float64(703.74), np.float64(183.48), np.float64(863.44), np.float64(282.59)]"
5546,"[np.float64(750.22), np.float64(174.66), np.float64(981.36), np.float64(346.02)]"
5546,"[np.float64(670.62), np.float64(183.69), np.float64(732.16), np.float64(233.02)]"
6630,"[np.float64(145.92), np.float64(189.36), np.float64(292.49), np.float64(271.7)]"
3533,"[np.float64(246.83), np.float64(186.58), np.float64(361.86), np.float64(245.25)]"
1447,"[np.float64(564.92), np.float64(175.59), np.float64(617.11), np.float64(226.11)]"
6546,"[np.float64(272.03), np.float64(188.65), np.float64(412.26), np.float64(294.65)]"
4412,"[np.float64(365.36), np.float64(180.71), np.float64(501.4), np.float64(276.28)]"
4412,"[np.float64(588.19), np.float64(170.1), np.float64(641.68), np.float64(218.89)]"
4412,"[np.float64(521.81), np.float64(170.02), np.float64(572.32), np.float64(213.38)]"
600,"[np.float64(572.18), np.float64(175.38), np.float64(620.48), np.float64(219.41)]"
600,"[np.float64(388.57), np.float64(169.71), np.float64(486.47), np.float64(239.26)]"
5981,"[np.float64(625.23), np.float64(178.3), np.float64(699.16), np.float64(245.26)]"
6448,"[np.float64(322.37), np.float64(189.83), np.float64(434.54), np.float64(256.91)]"
918,"[np.float64(574.36), np.float64(178.73), np.float64(632.85), np.float64(234.39)]"
918,"[np.float64(680.62), np.float64(175.44), np.float64(746.32), np.float64(230.75)]"
1874,"[np.float64(755.06), np.float64(196.19), np.float64(1022.1), np.float64(374.0)]"
2606,"[np.float64(602.76), np.float64(174.0), np.float64(645.37), np.float64(216.8)]"
2606,"[np.float64(188.9), np.float64(195.79), np.float64(439.57), np.float64(331.83)]"
4975,"[np.float64(872.3), np.float64(181.11), np.float64(1038.11), np.float64(265.66)]"
2812,"[np.float64(637.81), np.float64(179.48), np.float64(707.99), np.float64(230.34)]"
893,"[np.float64(113.18), np.float64(192.89), np.float64(246.14), np.float64(248.37)]"
5725,"[np.float64(558.57), np.float64(184.4), np.float64(611.41), np.float64(226.93)]"
5725,"[np.float64(81.73), np.float64(182.97), np.float64(210.16), np.float64(243.08)]"
564,"[np.float64(247.81), np.float64(194.06), np.float64(501.75), np.float64(370.17)]"
564,"[np.float64(545.17), np.float64(180.12), np.float64(608.18), np.float64(224.86)]"
2957,"[np.float64(407.64), np.float64(185.08), np.float64(525.05), np.float64(276.99)]"
2957,"[np.float64(705.65), np.float64(188.96), np.float64(895.88), np.float64(324.0)]"
2957,"[np.float64(649.91), np.float64(179.95), np.float64(698.23), np.float64(221.92)]"
4515,"[np.float64(9.8), np.float64(195.31), np.float64(402.11), np.float64(374.0)]"
4515,"[np.float64(588.75), np.float64(179.07), np.float64(634.33), np.float64(224.47)]"
4491,"[np.float64(763.9), np.float64(186.85), np.float64(1007.53), np.float64(348.14)]"
1764,"[np.float64(524.74), np.float64(179.62), np.float64(591.12), np.float64(237.94)]"
1764,"[np.float64(416.62), np.float64(180.7), np.float64(485.49), np.float64(239.46)]"
1764,"[np.float64(151.04), np.float64(188.67), np.float64(301.32), np.float64(262.58)]"
1764,"[np.float64(311.06), np.float64(185.91), np.float64(377.23), np.float64(226.53)]"
7114,"[np.float64(580.93), np.float64(174.42), np.float64(716.74), np.float64(302.67)]"
7114,"[np.float64(890.79), np.float64(166.29), np.float64(1195.1), np.float64(374.0)]"
7114,"[np.float64(701.85), np.float64(170.52), np.float64(812.02), np.float64(219.36)]"
7114,"[np.float64(142.33), np.float64(191.81), np.float64(285.36), np.float64(251.6)]"
4228,"[np.float64(702.51), np.float64(189.99), np.float64(829.43), np.float64(286.06)]"
6707,"[np.float64(722.06), np.float64(181.69), np.float64(932.98), np.float64(295.6)]"
6707,"[np.float64(1071.25), np.float64(156.74), np.float64(1183.71), np.float64(238.21)]"
6707,"[np.float64(26.87), np.float64(198.15), np.float64(131.99), np.float64(246.3)]"
2796,"[np.float64(565.51), np.float64(184.1), np.float64(703.03), np.float64(307.96)]"
5296,"[np.float64(489.95), np.float64(190.56), np.float64(549.01), np.float64(232.6)]"
882,"[np.float64(662.2), np.float64(164.15), np.float64(719.54), np.float64(215.54)]"
882,"[np.float64(222.25), np.float64(182.21), np.float64(357.98), np.float64(250.98)]"
1553,"[np.float64(303.06), np.float64(186.3), np.float64(433.58), np.float64(264.56)]"
3244,"[np.float64(585.28), np.float64(171.8), np.float64(640.5), np.float64(226.83)]"
4203,"[np.float64(427.52), np.float64(188.08), np.float64(512.98), np.float64(269.27)]"
7264,"[np.float64(436.59), np.float64(184.07), np.float64(504.39), np.float64(234.19)]"
7264,"[np.float64(539.12), np.float64(180.51), np.float64(586.86), np.float64(220.71)]"
6767,"[np.float64(452.89), np.float64(185.13), np.float64(506.66), np.float64(232.45)]"
6356,"[np.float64(0.0), np.float64(182.02), np.float64(318.09), np.float64(304.67)]"
6356,"[np.float64(709.7), np.float64(187.29), np.float64(870.37), np.float64(296.71)]"
6635,"[np.float64(86.82), np.float64(170.56), np.float64(181.52), np.float64(211.31)]"
6635,"[np.float64(578.03), np.float64(169.55), np.float64(636.09), np.float64(227.43)]"
2647,"[np.float64(407.26), np.float64(190.18), np.float64(601.82), np.float64(292.78)]"
2647,"[np.float64(73.33), np.float64(195.1), np.float64(291.12), np.float64(272.49)]"
3667,"[np.float64(537.19), np.float64(158.16), np.float64(583.83), np.float64(207.6)]"
7393,"[np.float64(595.12), np.float64(185.32), np.float64(658.72), np.float64(237.83)]"
7393,"[np.float64(780.33), np.float64(196.13), np.float64(972.37), np.float64(305.49)]"
6424,"[np.float64(360.28), np.float64(167.24), np.float64(470.66), np.float64(255.07)]"
402,"[np.float64(383.59), np.float64(188.9), np.float64(506.24), np.float64(261.26)]"
5761,"[np.float64(706.41), np.float64(182.73), np.float64(873.89), np.float64(288.87)]"
5761,"[np.float64(463.76), np.float64(180.43), np.float64(527.49), np.float64(226.69)]"
7163,"[np.float64(235.35), np.float64(195.97), np.float64(385.45), np.float64(285.28)]"
4808,"[np.float64(579.86), np.float64(176.78), np.float64(628.27), np.float64(222.85)]"
2801,"[np.float64(172.01), np.float64(174.55), np.float64(333.15), np.float64(241.48)]"
2801,"[np.float64(678.59), np.float64(160.55), np.float64(738.72), np.float64(203.48)]"
3592,"[np.float64(390.63), np.float64(189.55), np.float64(549.73), np.float64(291.02)]"
6560,"[np.float64(1046.86), np.float64(159.98), np.float64(1218.14), np.float64(271.58)]"
6560,"[np.float64(797.4), np.float64(176.11), np.float64(871.96), np.float64(232.43)]"
6560,"[np.float64(993.58), np.float64(161.13), np.float64(1042.91), np.float64(202.8)]"
3584,"[np.float64(412.35), np.float64(195.22), np.float64(525.22), np.float64(277.11)]"
2382,"[np.float64(716.84), np.float64(160.88), np.float64(849.48), np.float64(259.44)]"
2382,"[np.float64(439.51), np.float64(178.7), np.float64(520.58), np.float64(239.77)]"
2382,"[np.float64(546.46), np.float64(168.6), np.float64(602.96), np.float64(209.88)]"
741,"[np.float64(559.98), np.float64(178.37), np.float64(621.66), np.float64(234.62)]"
93,"[np.float64(722.86), np.float64(168.15), np.float64(812.89), np.float64(237.29)]"
1594,"[np.float64(682.99), np.float64(184.25), np.float64(756.21), np.float64(242.35)]"
2295,"[np.float64(131.56), np.float64(186.47), np.float64(382.28), np.float64(333.39)]"
2295,"[np.float64(761.17), np.float64(181.84), np.float64(1056.23), np.float64(362.64)]"
2295,"[np.float64(394.31), np.float64(188.15), np.float64(482.34), np.float64(244.48)]"
6674,"[np.float64(459.01), np.float64(185.64), np.float64(508.14), np.float64(229.76)]"
4083,"[np.float64(111.51), np.float64(198.98), np.float64(236.48), np.float64(255.85)]"
3222,"[np.float64(112.83), np.float64(187.73), np.float64(220.84), np.float64(231.81)]"
44,"[np.float64(378.01), np.float64(183.98), np.float64(507.17), np.float64(276.44)]"
2845,"[np.float64(646.57), np.float64(170.1), np.float64(739.13), np.float64(242.43)]"
2845,"[np.float64(406.69), np.float64(185.51), np.float64(511.92), np.float64(262.12)]"
2913,"[np.float64(45.81), np.float64(181.81), np.float64(173.67), np.float64(232.37)]"
4885,"[np.float64(392.79), np.float64(186.17), np.float64(484.46), np.float64(245.78)]"
3507,"[np.float64(584.46), np.float64(173.54), np.float64(692.01), np.float64(275.14)]"
3507,"[np.float64(787.36), np.float64(169.67), np.float64(1015.79), np.float64(293.45)]"
3507,"[np.float64(4.32), np.float64(179.46), np.float64(212.82), np.float64(266.5)]"
3507,"[np.float64(222.32), np.float64(186.44), np.float64(332.61), np.float64(234.83)]"
3083,"[np.float64(243.07), np.float64(184.46), np.float64(415.94), np.float64(287.15)]"
5946,"[np.float64(377.26), np.float64(178.71), np.float64(445.25), np.float64(218.95)]"
5946,"[np.float64(289.97), np.float64(164.39), np.float64(373.11), np.float64(219.61)]"
2787,"[np.float64(733.38), np.float64(136.2), np.float64(945.33), np.float64(272.19)]"
2787,"[np.float64(278.8), np.float64(188.44), np.float64(434.64), np.float64(291.61)]"
3467,"[np.float64(766.92), np.float64(192.71), np.float64(1125.01), np.float64(374.0)]"
6937,"[np.float64(506.38), np.float64(170.49), np.float64(565.15), np.float64(223.0)]"
6521,"[np.float64(678.43), np.float64(192.2), np.float64(787.25), np.float64(268.94)]"
1510,"[np.float64(719.28), np.float64(182.28), np.float64(821.79), np.float64(252.43)]"
1510,"[np.float64(868.9), np.float64(179.82), np.float64(1033.59), np.float64(254.84)]"
